stop_name,daytime_routes,division,line,borough,structure,gtfs_longitude,gtfs_latitude,complex_id,date,entries,exits
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-01,1459,2129
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-02,2781,3475
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-03,1686,2330
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-04,4496,5346
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-05,4659,5682
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-06,4643,5402
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-07,4572,5596
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-08,4729,5767
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-09,2914,3804
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-10,2131,3026
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-11,4460,5483
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-12,4764,5806
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-13,4687,5702
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-14,4368,4517
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-15,5092,6884
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-16,2917,3714
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-17,2179,2994
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-18,3721,4763
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-19,4673,5742
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-20,4475,5550
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-21,4745,5739
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-22,4837,5797
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-23,1986,3468
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-24,2039,2821
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-25,4504,5531
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-26,4583,5587
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-27,4793,5829
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-28,4715,5805
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-29,4148,5262
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-30,2730,3489
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-01-31,1973,2690
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-01,1175,1486
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-02,2961,3571
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-03,4883,6119
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-04,5113,6369
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-05,4995,6091
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-06,3155,4135
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-07,1754,2399
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-08,4505,5621
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-09,4899,6030
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-10,4947,6158
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-11,4878,6194
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-12,4853,6045
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-13,3070,3924
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-14,2286,3113
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-15,3337,4353
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-16,4643,5745
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-17,4749,6060
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-18,3787,4864
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-19,4267,5418
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-20,3221,4095
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-21,2400,3202
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-22,4323,5394
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-23,4858,5986
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-24,4976,6340
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-25,5126,6288
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-26,5116,6130
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-27,3021,3983
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-02-28,2241,3106
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-01,4666,5738
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-02,4921,5995
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-03,5148,6394
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-04,5085,6271
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-05,5066,6294
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-06,3349,4190
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-07,2476,3418
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-08,4892,5957
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-09,5105,6326
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-10,5129,6197
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-11,5135,6325
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-12,5366,6664
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-13,3490,4636
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-14,2512,3625
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-15,4775,5923
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-16,4900,6254
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-17,4988,6205
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-18,4715,5670
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-19,5144,6448
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-20,3521,4643
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-21,2738,3741
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-22,4980,6078
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-23,5209,6426
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-24,5091,6235
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-25,5179,6480
Astoria - Ditmars Blvd,N W,BMT,Astoria,Q,Elevated,-73.912034,40.775036,1,2021-03-26,4916,5482
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-01,1928,2625
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-02,2735,3875
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-03,1708,2330
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-04,2868,4032
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-05,2985,3991
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-06,2926,4026
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-07,2963,3859
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-08,2985,4091
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-09,2331,3325
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-10,1581,2434
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-11,2821,3717
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-12,2972,3972
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-13,2844,3860
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-14,3030,3928
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-15,3027,4074
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-16,2317,3392
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-17,1798,2412
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-18,2369,3307
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-19,2882,4012
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-20,2814,3715
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-21,2935,3859
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-22,3086,4342
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-23,2192,3159
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-24,1665,2455
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-25,2822,3876
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-26,2838,3716
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-27,2887,4031
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-28,2923,4030
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-29,2715,3844
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-30,2096,3110
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-01-31,1415,2164
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-01,1204,1661
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-02,1753,2616
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-03,2930,4008
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-04,3011,4100
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-05,3027,4251
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-06,2351,3490
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-07,1267,1820
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-08,2729,3693
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-09,2964,4064
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-10,2983,4184
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-11,3020,4118
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-12,3238,4556
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-13,2779,3895
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-14,2328,3338
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-15,2744,3722
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-16,2968,4158
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-17,3149,4541
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-18,2613,3474
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-19,2766,4059
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-20,2684,4021
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-21,1955,2920
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-22,2794,3769
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-23,3112,4187
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-24,3235,4490
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-25,3158,4409
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-26,3256,4531
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-27,2434,3979
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-02-28,1790,2645
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-01,2917,4100
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-02,3040,4329
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-03,3187,4623
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-04,3182,4461
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-05,3302,4772
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-06,2630,3862
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-07,1951,2981
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-08,3016,4358
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-09,3306,4464
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-10,3341,4541
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-11,3365,4661
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-12,3607,5016
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-13,2901,4265
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-14,2084,3015
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-15,3163,4261
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-16,3423,4454
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-17,3505,4810
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-18,3302,4535
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-19,3522,5078
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-20,2978,4512
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-21,2291,3269
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-22,3346,4378
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-23,3521,4558
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-24,3412,4599
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-25,3559,4901
49 St,N R W,BMT,Broadway - Brighton,M,Subway,-73.984139,40.759901,10,2021-03-26,2882,4522
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-01,380,551
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-02,481,697
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-03,457,618
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-04,999,1132
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-05,989,1138
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-06,1085,1240
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-07,1068,1254
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-08,1014,1247
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-09,556,1000
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-10,507,810
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-11,963,1154
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-12,1009,1186
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-13,1065,1303
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-14,1083,1305
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-15,1091,1291
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-16,589,729
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-17,542,784
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-18,957,1041
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-19,1021,1191
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-20,1029,1243
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-21,1115,1299
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-22,1065,1298
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-23,570,821
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-24,561,740
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-25,1062,1181
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-26,997,1149
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-27,1093,1255
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-28,1116,1325
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-29,934,1111
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-30,528,697
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-01-31,512,729
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-01,280,551
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-02,690,940
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-03,1123,1308
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-04,1220,1434
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-05,1111,1329
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-06,746,991
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-07,576,707
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-08,1047,1204
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-09,1069,1235
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-10,1196,1369
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-11,1201,1371
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-12,1165,1367
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-13,699,841
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-14,617,808
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-15,944,1098
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-16,1070,1283
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-17,1124,1313
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-18,987,1196
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-19,1054,1260
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-20,661,804
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-21,641,789
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-22,1018,1190
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-23,1040,1271
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-24,1140,1364
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-25,1115,1288
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-26,1131,1287
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-27,645,791
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-02-28,581,754
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-01,1173,1332
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-02,1129,1352
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-03,1205,1409
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-04,1228,1389
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-05,1173,1346
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-06,691,791
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-07,705,863
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-08,1059,1276
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-09,1052,1435
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-10,1115,1440
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-11,1114,1395
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-12,1104,1463
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-13,759,925
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-14,682,910
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-15,1141,1347
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-16,1137,1424
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-17,1197,1433
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-18,1153,1352
Hewes St,J M,BMT,Jamaica,Bk,Elevated,-73.953431,40.70687,100,2021-03-19,1160,1466
